source,section,item_id,item_name_cn,state,rank,metric,value,extra
problem1_results.json,problem1,,,,,alpha,1.0,
problem1_results.json,problem1,,,,,beta,1.5,
problem1_results.json,problem1,,,0,,state_prior,0.4,
problem1_results.json,problem1,,,1,,state_prior,0.3,
problem1_results.json,problem1,,,2,,state_prior,0.2,
problem1_results.json,problem1,,,3,,state_prior,0.1,
problem1_results.json,problem1,,,4,,state_prior,0.0,
problem1_results.json,problem1,front_kick,前蹬腿,,1,D,1.4093184000000003,semi_stable
problem1_results.json,problem1,front_kick,前蹬腿,,1,U,0.26,semi_stable
problem1_results.json,problem1,front_kick,前蹬腿,,1,V,1.0193184000000004,semi_stable
problem1_results.json,problem1,cross,后手直拳,,2,D,1.1300476,stable
problem1_results.json,problem1,cross,后手直拳,,2,U,0.11,stable
problem1_results.json,problem1,cross,后手直拳,,2,V,0.9650475999999999,stable
problem1_results.json,problem1,low_kick,低扫腿,,3,D,1.1807746000000001,stable
problem1_results.json,problem1,low_kick,低扫腿,,3,U,0.16999999999999998,stable
problem1_results.json,problem1,low_kick,低扫腿,,3,V,0.9257746000000001,stable
problem1_results.json,problem1,roundhouse,回旋踢,,4,D,1.4748264999999998,unstable
problem1_results.json,problem1,roundhouse,回旋踢,,4,U,0.37,unstable
problem1_results.json,problem1,roundhouse,回旋踢,,4,V,0.9198264999999999,unstable
problem1_results.json,problem1,uppercut,上勾拳,,5,D,1.2883734000000002,semi_stable
problem1_results.json,problem1,uppercut,上勾拳,,5,U,0.24999999999999997,semi_stable
problem1_results.json,problem1,uppercut,上勾拳,,5,V,0.9133734000000002,semi_stable
problem1_results.json,problem1,axe_kick,下劈腿,,6,D,1.582026,unstable
problem1_results.json,problem1,axe_kick,下劈腿,,6,U,0.46,unstable
problem1_results.json,problem1,axe_kick,下劈腿,,6,V,0.8920259999999999,unstable
problem1_results.json,problem1,side_kick,侧踢,,7,D,1.3470468,semi_stable
problem1_results.json,problem1,side_kick,侧踢,,7,U,0.31000000000000005,semi_stable
problem1_results.json,problem1,side_kick,侧踢,,7,V,0.8820467999999999,semi_stable
problem1_results.json,problem1,hook,摆拳,,8,D,1.197027,semi_stable
problem1_results.json,problem1,hook,摆拳,,8,U,0.22,semi_stable
problem1_results.json,problem1,hook,摆拳,,8,V,0.867027,semi_stable
problem1_results.json,problem1,elbow,肘击,,9,D,1.2569255000000001,semi_stable
problem1_results.json,problem1,elbow,肘击,,9,U,0.28,semi_stable
problem1_results.json,problem1,elbow,肘击,,9,V,0.8369255000000001,semi_stable
problem1_results.json,problem1,knee_strike,顶膝,,10,D,1.3060895000000001,semi_stable
problem1_results.json,problem1,knee_strike,顶膝,,10,U,0.32000000000000006,semi_stable
problem1_results.json,problem1,knee_strike,顶膝,,10,V,0.8260895,semi_stable
problem1_results.json,problem1,flying_knee,腾空膝击,,11,D,1.6066190000000005,unstable
problem1_results.json,problem1,flying_knee,腾空膝击,,11,U,0.53,unstable
problem1_results.json,problem1,flying_knee,腾空膝击,,11,V,0.8116190000000004,unstable
problem1_results.json,problem1,spinning_back_kick,转身后蹬,,12,D,1.5183312000000002,unstable
problem1_results.json,problem1,spinning_back_kick,转身后蹬,,12,U,0.48000000000000004,unstable
problem1_results.json,problem1,spinning_back_kick,转身后蹬,,12,V,0.7983312000000001,unstable
problem1_results.json,problem1,jab,刺拳,,13,D,0.9033243999999999,stable
problem1_results.json,problem1,jab,刺拳,,13,U,0.07,stable
problem1_results.json,problem1,jab,刺拳,,13,V,0.7983243999999999,stable
problem2_results.json,problem2,,,,,attack_count,13,
problem2_results.json,problem2,,,0,,state_name,Idle,
problem2_results.json,problem2,,,1,,state_name,Guard,
problem2_results.json,problem2,,,2,,state_name,MinorUnstable,
problem2_results.json,problem2,,,3,,state_name,MajorUnstable,
problem2_results.json,problem2,,,4,,state_name,Down,
problem2_results.json,problem2,jab,单手拍挡,0,1,defense_score,0.425,parry_single
problem2_results.json,problem2,jab,十字格挡,0,2,defense_score,0.367,cross_block
problem2_results.json,problem2,jab,护头防御,0,3,defense_score,0.345,head_guard
problem2_results.json,problem2,jab,单手拍挡,1,1,defense_score,0.425,parry_single
problem2_results.json,problem2,jab,十字格挡,1,2,defense_score,0.367,cross_block
problem2_results.json,problem2,jab,护头防御,1,3,defense_score,0.345,head_guard
problem2_results.json,problem2,jab,单手拍挡,2,1,defense_score,0.425,parry_single
problem2_results.json,problem2,jab,十字格挡,2,2,defense_score,0.367,cross_block
problem2_results.json,problem2,jab,护头防御,2,3,defense_score,0.345,head_guard
problem2_results.json,problem2,jab,单手拍挡,3,1,defense_score,0.425,parry_single
problem2_results.json,problem2,jab,十字格挡,3,2,defense_score,0.367,cross_block
problem2_results.json,problem2,jab,护头防御,3,3,defense_score,0.345,head_guard
problem2_results.json,problem2,jab,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,jab,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,cross,单手拍挡,0,1,defense_score,0.405,parry_single
problem2_results.json,problem2,cross,十字格挡,0,2,defense_score,0.352,cross_block
problem2_results.json,problem2,cross,左右侧闪,0,3,defense_score,0.329,side_sway
problem2_results.json,problem2,cross,单手拍挡,1,1,defense_score,0.405,parry_single
problem2_results.json,problem2,cross,十字格挡,1,2,defense_score,0.352,cross_block
problem2_results.json,problem2,cross,左右侧闪,1,3,defense_score,0.329,side_sway
problem2_results.json,problem2,cross,单手拍挡,2,1,defense_score,0.405,parry_single
problem2_results.json,problem2,cross,十字格挡,2,2,defense_score,0.352,cross_block
problem2_results.json,problem2,cross,左右侧闪,2,3,defense_score,0.329,side_sway
problem2_results.json,problem2,cross,单手拍挡,3,1,defense_score,0.405,parry_single
problem2_results.json,problem2,cross,十字格挡,3,2,defense_score,0.352,cross_block
problem2_results.json,problem2,cross,左右侧闪,3,3,defense_score,0.329,side_sway
problem2_results.json,problem2,cross,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,cross,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,hook,下潜闪避,0,1,defense_score,0.366,duck_dodge
problem2_results.json,problem2,hook,肘挡,0,2,defense_score,0.347,elbow_block
problem2_results.json,problem2,hook,单手拍挡,0,3,defense_score,0.34,parry_single
problem2_results.json,problem2,hook,下潜闪避,1,1,defense_score,0.366,duck_dodge
problem2_results.json,problem2,hook,肘挡,1,2,defense_score,0.347,elbow_block
problem2_results.json,problem2,hook,单手拍挡,1,3,defense_score,0.34,parry_single
problem2_results.json,problem2,hook,下潜闪避,2,1,defense_score,0.366,duck_dodge
problem2_results.json,problem2,hook,肘挡,2,2,defense_score,0.347,elbow_block
problem2_results.json,problem2,hook,单手拍挡,2,3,defense_score,0.34,parry_single
problem2_results.json,problem2,hook,下潜闪避,3,1,defense_score,0.366,duck_dodge
problem2_results.json,problem2,hook,肘挡,3,2,defense_score,0.347,elbow_block
problem2_results.json,problem2,hook,单手拍挡,3,3,defense_score,0.34,parry_single
problem2_results.json,problem2,hook,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,hook,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,uppercut,单手拍挡,0,1,defense_score,0.34,parry_single
problem2_results.json,problem2,uppercut,肘挡,0,2,defense_score,0.322,elbow_block
problem2_results.json,problem2,uppercut,十字格挡,0,3,defense_score,0.302,cross_block
problem2_results.json,problem2,uppercut,单手拍挡,1,1,defense_score,0.34,parry_single
problem2_results.json,problem2,uppercut,肘挡,1,2,defense_score,0.322,elbow_block
problem2_results.json,problem2,uppercut,十字格挡,1,3,defense_score,0.302,cross_block
problem2_results.json,problem2,uppercut,单手拍挡,2,1,defense_score,0.34,parry_single
problem2_results.json,problem2,uppercut,肘挡,2,2,defense_score,0.322,elbow_block
problem2_results.json,problem2,uppercut,十字格挡,2,3,defense_score,0.302,cross_block
problem2_results.json,problem2,uppercut,单手拍挡,3,1,defense_score,0.34,parry_single
problem2_results.json,problem2,uppercut,肘挡,3,2,defense_score,0.322,elbow_block
problem2_results.json,problem2,uppercut,十字格挡,3,3,defense_score,0.302,cross_block
problem2_results.json,problem2,uppercut,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,uppercut,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,front_kick,单手拍挡,0,1,defense_score,0.34,parry_single
problem2_results.json,problem2,front_kick,后撤步,0,2,defense_score,0.317,back_step
problem2_results.json,problem2,front_kick,下压格挡,0,3,defense_score,0.298,low_parry
problem2_results.json,problem2,front_kick,单手拍挡,1,1,defense_score,0.34,parry_single
problem2_results.json,problem2,front_kick,后撤步,1,2,defense_score,0.317,back_step
problem2_results.json,problem2,front_kick,下压格挡,1,3,defense_score,0.298,low_parry
problem2_results.json,problem2,front_kick,单手拍挡,2,1,defense_score,0.34,parry_single
problem2_results.json,problem2,front_kick,后撤步,2,2,defense_score,0.317,back_step
problem2_results.json,problem2,front_kick,下压格挡,2,3,defense_score,0.298,low_parry
problem2_results.json,problem2,front_kick,单手拍挡,3,1,defense_score,0.34,parry_single
problem2_results.json,problem2,front_kick,后撤步,3,2,defense_score,0.317,back_step
problem2_results.json,problem2,front_kick,下压格挡,3,3,defense_score,0.298,low_parry
problem2_results.json,problem2,front_kick,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,front_kick,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,roundhouse,转身闪避,0,1,defense_score,0.361,spin_dodge
problem2_results.json,problem2,roundhouse,下潜闪避,0,2,defense_score,0.341,duck_dodge
problem2_results.json,problem2,roundhouse,单手拍挡,0,3,defense_score,0.34,parry_single
problem2_results.json,problem2,roundhouse,转身闪避,1,1,defense_score,0.361,spin_dodge
problem2_results.json,problem2,roundhouse,下潜闪避,1,2,defense_score,0.341,duck_dodge
problem2_results.json,problem2,roundhouse,单手拍挡,1,3,defense_score,0.34,parry_single
problem2_results.json,problem2,roundhouse,转身闪避,2,1,defense_score,0.361,spin_dodge
problem2_results.json,problem2,roundhouse,下潜闪避,2,2,defense_score,0.341,duck_dodge
problem2_results.json,problem2,roundhouse,单手拍挡,2,3,defense_score,0.34,parry_single
problem2_results.json,problem2,roundhouse,转身闪避,3,1,defense_score,0.361,spin_dodge
problem2_results.json,problem2,roundhouse,下潜闪避,3,2,defense_score,0.341,duck_dodge
problem2_results.json,problem2,roundhouse,单手拍挡,3,3,defense_score,0.34,parry_single
problem2_results.json,problem2,roundhouse,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,roundhouse,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,axe_kick,单手拍挡,0,1,defense_score,0.34,parry_single
problem2_results.json,problem2,axe_kick,转身闪避,0,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,axe_kick,护头防御,0,3,defense_score,0.295,head_guard
problem2_results.json,problem2,axe_kick,单手拍挡,1,1,defense_score,0.34,parry_single
problem2_results.json,problem2,axe_kick,转身闪避,1,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,axe_kick,护头防御,1,3,defense_score,0.295,head_guard
problem2_results.json,problem2,axe_kick,单手拍挡,2,1,defense_score,0.34,parry_single
problem2_results.json,problem2,axe_kick,转身闪避,2,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,axe_kick,护头防御,2,3,defense_score,0.295,head_guard
problem2_results.json,problem2,axe_kick,单手拍挡,3,1,defense_score,0.34,parry_single
problem2_results.json,problem2,axe_kick,转身闪避,3,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,axe_kick,护头防御,3,3,defense_score,0.295,head_guard
problem2_results.json,problem2,axe_kick,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,axe_kick,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,side_kick,转身闪避,0,1,defense_score,0.336,spin_dodge
problem2_results.json,problem2,side_kick,单手拍挡,0,2,defense_score,0.315,parry_single
problem2_results.json,problem2,side_kick,护头防御,0,3,defense_score,0.295,head_guard
problem2_results.json,problem2,side_kick,转身闪避,1,1,defense_score,0.336,spin_dodge
problem2_results.json,problem2,side_kick,单手拍挡,1,2,defense_score,0.315,parry_single
problem2_results.json,problem2,side_kick,护头防御,1,3,defense_score,0.295,head_guard
problem2_results.json,problem2,side_kick,转身闪避,2,1,defense_score,0.336,spin_dodge
problem2_results.json,problem2,side_kick,单手拍挡,2,2,defense_score,0.315,parry_single
problem2_results.json,problem2,side_kick,护头防御,2,3,defense_score,0.295,head_guard
problem2_results.json,problem2,side_kick,转身闪避,3,1,defense_score,0.336,spin_dodge
problem2_results.json,problem2,side_kick,单手拍挡,3,2,defense_score,0.315,parry_single
problem2_results.json,problem2,side_kick,护头防御,3,3,defense_score,0.295,head_guard
problem2_results.json,problem2,side_kick,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,side_kick,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,knee_strike,单手拍挡,0,1,defense_score,0.34,parry_single
problem2_results.json,problem2,knee_strike,转身闪避,0,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,knee_strike,护头防御,0,3,defense_score,0.295,head_guard
problem2_results.json,problem2,knee_strike,单手拍挡,1,1,defense_score,0.34,parry_single
problem2_results.json,problem2,knee_strike,转身闪避,1,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,knee_strike,护头防御,1,3,defense_score,0.295,head_guard
problem2_results.json,problem2,knee_strike,单手拍挡,2,1,defense_score,0.34,parry_single
problem2_results.json,problem2,knee_strike,转身闪避,2,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,knee_strike,护头防御,2,3,defense_score,0.295,head_guard
problem2_results.json,problem2,knee_strike,单手拍挡,3,1,defense_score,0.34,parry_single
problem2_results.json,problem2,knee_strike,转身闪避,3,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,knee_strike,护头防御,3,3,defense_score,0.295,head_guard
problem2_results.json,problem2,knee_strike,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,knee_strike,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,elbow,单手拍挡,0,1,defense_score,0.34,parry_single
problem2_results.json,problem2,elbow,肘挡,0,2,defense_score,0.297,elbow_block
problem2_results.json,problem2,elbow,转身闪避,0,3,defense_score,0.296,spin_dodge
problem2_results.json,problem2,elbow,单手拍挡,1,1,defense_score,0.34,parry_single
problem2_results.json,problem2,elbow,肘挡,1,2,defense_score,0.297,elbow_block
problem2_results.json,problem2,elbow,转身闪避,1,3,defense_score,0.296,spin_dodge
problem2_results.json,problem2,elbow,单手拍挡,2,1,defense_score,0.34,parry_single
problem2_results.json,problem2,elbow,肘挡,2,2,defense_score,0.297,elbow_block
problem2_results.json,problem2,elbow,转身闪避,2,3,defense_score,0.296,spin_dodge
problem2_results.json,problem2,elbow,单手拍挡,3,1,defense_score,0.34,parry_single
problem2_results.json,problem2,elbow,肘挡,3,2,defense_score,0.297,elbow_block
problem2_results.json,problem2,elbow,转身闪避,3,3,defense_score,0.296,spin_dodge
problem2_results.json,problem2,elbow,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,elbow,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,low_kick,下压格挡,0,1,defense_score,0.398,low_parry
problem2_results.json,problem2,low_kick,单手拍挡,0,2,defense_score,0.34,parry_single
problem2_results.json,problem2,low_kick,沉身防御,0,3,defense_score,0.318,crouch_guard
problem2_results.json,problem2,low_kick,下压格挡,1,1,defense_score,0.398,low_parry
problem2_results.json,problem2,low_kick,单手拍挡,1,2,defense_score,0.34,parry_single
problem2_results.json,problem2,low_kick,沉身防御,1,3,defense_score,0.318,crouch_guard
problem2_results.json,problem2,low_kick,下压格挡,2,1,defense_score,0.398,low_parry
problem2_results.json,problem2,low_kick,单手拍挡,2,2,defense_score,0.34,parry_single
problem2_results.json,problem2,low_kick,沉身防御,2,3,defense_score,0.318,crouch_guard
problem2_results.json,problem2,low_kick,下压格挡,3,1,defense_score,0.398,low_parry
problem2_results.json,problem2,low_kick,单手拍挡,3,2,defense_score,0.34,parry_single
problem2_results.json,problem2,low_kick,沉身防御,3,3,defense_score,0.318,crouch_guard
problem2_results.json,problem2,low_kick,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,low_kick,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,spinning_back_kick,单手拍挡,0,1,defense_score,0.34,parry_single
problem2_results.json,problem2,spinning_back_kick,转身闪避,0,2,defense_score,0.311,spin_dodge
problem2_results.json,problem2,spinning_back_kick,护头防御,0,3,defense_score,0.295,head_guard
problem2_results.json,problem2,spinning_back_kick,单手拍挡,1,1,defense_score,0.34,parry_single
problem2_results.json,problem2,spinning_back_kick,转身闪避,1,2,defense_score,0.311,spin_dodge
problem2_results.json,problem2,spinning_back_kick,护头防御,1,3,defense_score,0.295,head_guard
problem2_results.json,problem2,spinning_back_kick,单手拍挡,2,1,defense_score,0.34,parry_single
problem2_results.json,problem2,spinning_back_kick,转身闪避,2,2,defense_score,0.311,spin_dodge
problem2_results.json,problem2,spinning_back_kick,护头防御,2,3,defense_score,0.295,head_guard
problem2_results.json,problem2,spinning_back_kick,单手拍挡,3,1,defense_score,0.34,parry_single
problem2_results.json,problem2,spinning_back_kick,转身闪避,3,2,defense_score,0.311,spin_dodge
problem2_results.json,problem2,spinning_back_kick,护头防御,3,3,defense_score,0.295,head_guard
problem2_results.json,problem2,spinning_back_kick,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,spinning_back_kick,快速起身,4,2,defense_score,-0.1,quick_getup
problem2_results.json,problem2,flying_knee,单手拍挡,0,1,defense_score,0.34,parry_single
problem2_results.json,problem2,flying_knee,转身闪避,0,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,flying_knee,护头防御,0,3,defense_score,0.295,head_guard
problem2_results.json,problem2,flying_knee,单手拍挡,1,1,defense_score,0.34,parry_single
problem2_results.json,problem2,flying_knee,转身闪避,1,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,flying_knee,护头防御,1,3,defense_score,0.295,head_guard
problem2_results.json,problem2,flying_knee,单手拍挡,2,1,defense_score,0.34,parry_single
problem2_results.json,problem2,flying_knee,转身闪避,2,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,flying_knee,护头防御,2,3,defense_score,0.295,head_guard
problem2_results.json,problem2,flying_knee,单手拍挡,3,1,defense_score,0.34,parry_single
problem2_results.json,problem2,flying_knee,转身闪避,3,2,defense_score,0.296,spin_dodge
problem2_results.json,problem2,flying_knee,护头防御,3,3,defense_score,0.295,head_guard
problem2_results.json,problem2,flying_knee,倒地防御,4,1,defense_score,0.094,ground_defense
problem2_results.json,problem2,flying_knee,快速起身,4,2,defense_score,-0.1,quick_getup
problem3_results.json,problem3,,,,,opponent_profile,random_counter,
problem3_results.json,problem3,,,,,horizon,5,
problem3_results.json,problem3,,,,,gamma,0.92,
problem3_results.json,problem3,,,,,lambda,0.35,
problem3_results.json,problem3,,,,,early_stable_ratio,1.0,
problem3_results.json,problem3,jab,刺拳,,1,best_sequence,1,
problem3_results.json,problem3,cross,后手直拳,,2,best_sequence,2,
problem3_results.json,problem3,high_guard,高位防御,,3,best_sequence,3,
problem3_results.json,problem3,front_kick,前蹬腿,,4,best_sequence,4,
problem3_results.json,problem3,axe_kick,下劈腿,,5,best_sequence,5,
problem4_results.json,problem4,,,,,model,two-player mean-field game for BO3 with resources,
problem4_results.json,problem4,,,,,horizon,6,
problem4_results.json,problem4,,,,,gamma,0.95,
problem4_results.json,problem4,,,,,fault_rate,0.12,
problem4_results.json,problem4,,,,,iterations,6,
problem4_results.json,problem4,,,,,self_play_win_rate,0.4973,
problem4_results.json,problem4,,,,,win_rate_vs_random,0.9665,
problem4_results.json,problem4,,,,,random_vs_random,0.522,
problem4_results.json,problem4,axe_kick,下劈腿,"s=0,r1=2,r2=2,r3=1,f=0",1,policy_snippet,none,
problem4_results.json,problem4,axe_kick,下劈腿,"s=4,r1=2,r2=2,r3=1,f=1",2,policy_snippet,mr,
problem4_results.json,problem4,cross,后手直拳,"s=2,r1=1,r2=1,r3=0,f=0",3,policy_snippet,none,
